C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
108841,Customer#000108841,"UX,l7wDddyoJ5SW9o",1,11-931-715-6575,1294.90,BUILDING,carefully quiet ideas. blithely express instructions against the fluffily unusual requests are above
97835,Customer#000097835,sSF1Rj22wLNGDRG9J0RoaIjSfmVQn,16,26-851-628-2778,4528.27,HOUSEHOLD,"posits boost. enticingly ironic packages cajole carefully. requests sleep quickly. ironic, s"
102707,Customer#000102707,EwT6qgx2y5OTC3JhPOvU2fywgvMlZf,16,26-512-897-4405,5002.09,BUILDING,eans. courts are furiously. blithely bold theodolites use blithely carefully special packages. final instru
140023,Customer#000140023,2TxY93zYaY2zZD9INv1D,13,23-394-888-5351,5449.02,AUTOMOBILE,onic foxes dazzle fluffily according to the quickly regular theodolites. pending frays dazzle
41872,Customer#000041872,EMoAhtzgdM,24,34-272-150-4270,6143.76,BUILDING,blithely even accounts hang blithely bold excuses. silent deposits solve furiously quickly regular packages
143290,Customer#000143290,M1O2G XhBG6DRNh tnC1Yoi29qa,4,14-343-829-9918,529.14,BUILDING,"bold, pending asymptotes. final requests are "
84928,Customer#000084928,7mrqmEK73RAzKBIxwAippCVSvlkY1l,6,16-298-466-6534,7272.81,BUILDING,es are slyly quickly silent requests. slyly 
24640,Customer#000024640,uzyCASxdzNDjPQXBzbWo00KntFQAS3fI,22,32-573-159-9280,6955.29,FURNITURE,s-- deposits are furiously across the carefully bold deposits. fluffily pending courts boos
82150,Customer#000082150,Any6ecfsGmf0l4,12,22-486-506-5724,9598.91,MACHINERY,uests solve furiously regular requests. 
31012,Customer#000031012,2cKdgUWXy7CZfLGfa2Pb5ZbzdzGpsj,4,14-228-263-7419,2613.53,BUILDING," sleep evenly regular, express requests. carefully express deposits use slowly against th"
119281,Customer#000119281,pJekVioRBmL6,14,24-980-669-8328,1519.36,BUILDING,"posits. slowly bold excuses boost. regular, special requests detect fluffily blithely pending warh"
62476,Customer#000062476,JvjO2vGH4KSOcMVOA6re4bHvKAAc9GM,15,25-383-685-8733,3268.58,HOUSEHOLD,inst the furiously special fr
31213,Customer#000031213,bdT52p17GlqQX0HziFCIlXEiakYt4ERsdnkpfgd,1,11-335-626-3698,-324.80,HOUSEHOLD,"l pinto beans wake around the regular, ironic theodolit"
44329,Customer#000044329,"0bP toBO0KN5yJXt3qVvRN,",14,24-598-715-1231,6308.74,HOUSEHOLD,"aggle slyly along the special foxes. unusual, bold gifts try to haggle fluffily upon the blithely"
133651,Customer#000133651,hRcOEQXYN4y5IF ,11,21-325-459-7831,4962.67,FURNITURE,aggle. enticing warhorses are. 
10115,Customer#000010115,"hMLp1Ezlmk87,RQ5MCSV",2,12-539-722-3388,9713.71,AUTOMOBILE,onic requests. regular dolphins against the idly final somas haggle idly carefully regular theodolites
44767,Customer#000044767,BLgYUMZ8X6O0pqr16vuKJe SJBGib,19,29-315-457-7588,7450.55,FURNITURE, will affix ironic pinto beans. fluffily final request
60347,Customer#000060347,Rw1qDdhl3agZm6MTUNV,7,17-185-331-8441,7193.01,BUILDING,"e carefully even dolphins! fluffily ironic accounts haggle above the silent, ironi"
38635,Customer#000038635,H9OFM7xNuuwLj CoM 0LQPxTBujQV6cR9443bMQ,23,33-258-414-1849,1723.64,HOUSEHOLD,ructions haggle slyly above the theodolites. slyly express packages poach against the furiously regular acco
41587,Customer#000041587,"q1m3R9W8cDm4wWbi,gyRgUnrw,nVvPw6JqD",9,19-982-815-7101,8573.58,FURNITURE," maintain carefully. even, regular braids along the ideas haggle care"
5863,Customer#000005863,"RkdCOwnssYYbttTILIr,hTge7T3",5,15-705-665-7704,5305.37,MACHINERY,ccounts. quickly regular theodolites sleep furiously. slyly thin the
147292,Customer#000147292,9EHJWrJAd tW0JHPhVQC8YqrZFXE3jptRX Lov1D,3,13-428-879-6253,279.41,MACHINERY, foxes. final asymptotes snooze careful
136574,Customer#000136574,"Qcp0OEnSpHNCwrXaPJjsAx,F1oT6g1UAXZHKP1q",1,11-667-895-9246,4076.90,FURNITURE," courts. express asymptotes lose. asymptotes cajole even, regular requests: packages boos"
115028,Customer#000115028,2SwuPijh7Uzasg 7MikpVltcw6,8,18-965-414-9784,3464.75,AUTOMOBILE,ng the slyly even requests. slyly special instructions haggle slyly. dogged pinto beans boost fluffily blith
18452,Customer#000018452,fMmGIgMoDkN7H0VUbI2bNQ9DO64a,4,14-336-378-3638,4045.59,HOUSEHOLD,he blithely ironic requests cajole slyly quickly final instructions. fluffily final platelets alongs
124228,Customer#000124228,fk0eBYRZPCioeCat,13,23-933-948-9202,-490.32,HOUSEHOLD,s. foxes cajole across the daringly silent ideas. even deposits promise blithe
94739,Customer#000094739,"ljmDc73FTSkfkF,wc1E1 CSTVtkRlH",3,13-687-903-1507,7986.92,MACHINERY,ly final pinto beans. furiously regular asymptotes use furiously above t
93505,Customer#000093505,"Nn00,r9AxqA4cyD7t3gFmEeWtwaa3IDNayoql",5,15-755-477-7716,4854.30,AUTOMOBILE,r the slyly regular platelets. attainments h
46666,Customer#000046666,"DHjgfooF 3FaAQgRVfOBV3zpskGl6UK,uBKIF",1,11-270-817-7605,7784.63,BUILDING,"l, final ideas. carefully regular accounts use finally alongsi"
77968,Customer#000077968,"DhkT1XvukHUpilQzJakEOV4dKl1F6jpi,",22,32-469-966-7923,-378.02,FURNITURE, carefully regular ideas wake carefully bold pinto beans. carefully final theodolites nag fluffily furio
46081,Customer#000046081,fIi2U HyZ8LIw9wVmdJxfrUQIBnsW k1,6,16-125-737-1908,1795.23,AUTOMOBILE,s are fluffily. furiously ironic account
86245,Customer#000086245,mtRyuNSibiaaO8k7JJNiyjdb8Uf,1,11-104-898-8910,667.09,AUTOMOBILE, requests. furiously pending foxes nag quickly unusual ideas. ironic ideas sleep quickly unusual theodolites. 
22004,Customer#000022004,"1eUZrrrc xJdNWCnRI,4ZosxT9KuBm fHhjU",11,21-711-321-8170,3407.72,HOUSEHOLD,ular pinto beans according to the quickly
38431,Customer#000038431,V7F95Cn0lGnoSjpELsPKOYDHRI5,5,15-157-899-1689,-540.44,BUILDING,"y above the pending foxes. slyly unusual accounts eat carefully regular, regular somas. regular a"
52180,Customer#000052180,zh9l5Z5tRO 08ixDG8Qu2eQVjvhPIZYtpVMix8Ru,10,20-997-639-1151,4435.84,FURNITURE,"l deposits after the bold, silent courts sleep above the "
67303,Customer#000067303,W 3fuHXjP3mb yuMUta7hZFNd3T1OQV6AMGzXQ7E,13,23-719-675-6907,9651.83,FURNITURE,yly sly asymptotes sleep slyly above the slyly pending forges; furiously final deposits about the blithely bold 
90043,Customer#000090043,Uoak4jBcPabnp,22,32-552-353-4667,4385.23,BUILDING,"the furiously regular asymptotes. even, final asymptotes are quickly fluffily regular "
78458,Customer#000078458, ByMBc4XQr9xJLMZxZ7O,23,33-131-298-1164,4308.25,AUTOMOBILE,s detect blithely against the bold pinto beans. quickly ironic requests cajole blithely a
49073,Customer#000049073,RDIYPZyZrV5Ue697sGL3HRwv 5xRHfZ4CwbO66,19,29-846-277-5750,888.91,AUTOMOBILE,"sits sleep carefully. even, unusual pinto beans haggle regular, final accounts. blithely ironic th"
134041,Customer#000134041,8SGPnt3oFcnbMicEnqLkZONsQR5GzsUr89sbcj,13,23-378-732-3897,6211.00,MACHINERY,phs alongside of the slyly ironic accounts sleep quickly pending packages. carefully final d
30883,Customer#000030883,"soulDeIwtvuM,SZ,Vncz0T,t6Ge7MKCprxa",15,25-798-474-5614,1505.38,AUTOMOBILE,along the blithely furious packages. blithely ironic packages detect carefull
53147,Customer#000053147,2CnMM2xaKrQ9CNZxS38t OBKKBhJSZ,19,29-908-909-4832,4807.59,HOUSEHOLD,"s hinder furiously furiously permanent ideas. special, final requests sleep qui"
44870,Customer#000044870,3IE2zrOOldyf3nqdpwkr,14,24-636-316-3409,4321.73,BUILDING,ular pinto beans lose slyly furiou
75626,Customer#000075626,jVx78DtgqMtljpBRVz ZGPKkOdJLqdaL,21,31-400-555-6965,902.62,FURNITURE,s accounts. ruthlessly pending accounts haggle carefully
59743,Customer#000059743,fbVoG yplqnb0BE3n,21,31-265-725-3225,-482.43,FURNITURE,"l courts around the special, final pinto be"
34963,Customer#000034963,AaxCL0rwRpsbfXTik2R,16,26-822-219-6855,1142.23,BUILDING,"blithely blithely ironic foxes. furiously ironic theodolites use slyly close packages. special, express excuses "
78917,Customer#000078917,"w6O0vQUJGaWviFyu,UvfvT6R3bm",22,32-430-708-2150,7410.54,AUTOMOBILE,. closely express deposits cajole carefully unusual pinto beans. pending packages boost blithely? ironic dug
91087,Customer#000091087,"O7xOzX 3,Ikwm4afNWMXzV4btANCS7pvhNv",13,23-359-723-5729,6121.27,AUTOMOBILE,boost furiously regular packages
23812,Customer#000023812,DubhHVMmtjGn8920rXPGkLjCsBbOP,11,21-353-601-1743,5472.91,BUILDING,kages. finally express foxes sleep carefully. final
31156,Customer#000031156,XVTEvVsVyMpyVz7tvrxDd5uVygtCMD7AMLYo96H,2,12-387-500-7901,2460.78,HOUSEHOLD,"ly ironic instructions wake fluffily final, unusual Tiresias. carefully regular requests haggle. qui"
15766,Customer#000015766,"ox6J,Lx NzoaqmQNeqLfw9uTMfieQ qElVkti",21,31-160-933-5445,8993.37,FURNITURE,refully. ironic ideas nag furiously. slyly final foxes are slyly. 
123964,Customer#000123964,bm91RfetYBue25lfg btq8wt8VM,7,17-985-326-1550,1746.67,BUILDING,even asymptotes about the slyly unusual accounts
18931,Customer#000018931,bf0obLAeBcwOn1bxDhilbnzkNEIpiOVfwuAXh,21,31-334-581-7732,5531.95,HOUSEHOLD,elets. deposits cajole quickly. slyly unusual de
37538,Customer#000037538,jkAhVyVNuv1P,13,23-212-397-7237,-566.26,HOUSEHOLD,"final, unusual requests use furiously. regular dependencies alongside of the carefully ironic instructions w"
123262,Customer#000123262,V2TyeUC1HDCRfu1vWblJEAMKYoIj7dWdI8VXPy,20,30-776-103-6284,7680.35,FURNITURE,es are furiously slyly unusual accounts. furiously careful cour
51214,Customer#000051214,2a4MfhL VtsVY919eW,21,31-146-871-6349,7305.22,MACHINERY,e slyly. slyly pending courts n
118660,Customer#000118660,"CjxUqFqzpSFRFznlUOaoN g2,c1Ee",24,34-989-691-7517,1888.07,BUILDING,ular requests print carefully
13963,Customer#000013963,vLfraGG17U5rOa F196h4peHznK,6,16-239-926-1734,7079.50,MACHINERY,lly furiously regular ideas. blithely express packages cajole fluffily regu
25100,Customer#000025100,"jMI9jhlEis7qe  HDC3Af0Gtp5k98,hG",22,32-799-620-4900,3426.44,HOUSEHOLD,yly even requests. regular accounts afte
72596,Customer#000072596,"KD34YD8ZmPcA8nXSFtev,avhf8,UgUMX",19,29-296-355-2125,2214.53,BUILDING,ts around the slyly unusual accounts thrash slyly pending theodolites. slyly pending excuses haggle carefully. b
397,Customer#000000397,EzR2BKJ85SmBDS,7,17-103-357-8777,709.46,FURNITURE,"al theodolites. regular accounts are regular, silent foxes. unusual asymptotes above t"
102436,Customer#000102436,A0lHBlY713HoTg,3,13-704-287-9111,6479.01,BUILDING,s. regular foxes sleep slyly after the fluffily even instructions. fu
51845,Customer#000051845,NFwj54T0D6rE,6,16-205-731-9333,7525.95,BUILDING,ses haggle slyly stealthily regular requests. regular requests according to the carefully express p
126337,Customer#000126337,"f0HG4tEKLHVjHLP,9t4vRWC4b1NgjGa",23,33-404-462-4298,2966.94,FURNITURE,above the regular deposits sleep fluffil
14677,Customer#000014677,"U6FvXgoQFt18LCr,O7f 8Exc,fNRmNSx",8,18-697-541-4079,-16.91,MACHINERY, ironic requests cajole finally across the permanent accounts. blithely regular accounts sleep blithely f
107959,Customer#000107959,bFktYwEesvqcMaJZnJX,6,16-703-187-9770,3164.08,HOUSEHOLD," regular, even requests are regularly enticingly ironic deposits. furiously "
1622,Customer#000001622,HEfEM41ad6Tar1EH526Q9cxe3Pi,5,15-120-999-7103,9617.34,HOUSEHOLD,e requests-- carefully bold packages are. 
40772,Customer#000040772,0QQKLqLJwzq1EmD2vIJhjCJF1IJfSWEvK,5,15-540-194-6813,7729.99,HOUSEHOLD,"es nag quickly about the quickly express accounts. regular, final packag"
147145,Customer#000147145,"XBFIhjPjgKf7a4 ySJW,iZRgvPAsk4g",23,33-655-868-1813,8780.54,AUTOMOBILE,y express platelets use among the carefully regular excuses. express requests haggle fluffi
143144,Customer#000143144,HLpnPYq0JIowzLcdi7Xy0lVsoTxvpgbkQBmv,11,21-661-798-7232,4171.95,BUILDING,"eat furiously ironic, ironic pinto beans. slyly ruthless asym"
106144,Customer#000106144,MsSRgRzvrT5CWXWs6haZjvMgVxCfPaIqe,2,12-896-884-2536,5581.95,FURNITURE,"ular asymptotes haggle regular theodolites. pending, special packages nag. req"
48913,Customer#000048913,1fSOBXr7JYBxSypZKjzjj mnt,15,25-916-687-4153,6151.87,HOUSEHOLD,es; instructions sleep under the
13673,Customer#000013673,"hcofPXDVpNo5iROp5,6PRfwwmNovPM",12,22-222-464-5429,5332.66,AUTOMOBILE,equests. unusual packages haggle among the quickly pending packages. unusual requests sleep blith
17507,Customer#000017507,OoqXVJJAQeT9c7r92N8YD3gbdPh A,14,24-357-223-6238,5028.94,FURNITURE," packages. even, unusual excuses are carefully. quickly ironic instructi"
137197,Customer#000137197,Y4Kvj gV3Oq3jT7qFvjh3NSvmHsRM,2,12-912-434-4082,1789.43,BUILDING,nic foxes sleep slyly. furiously ironic deposits impress fluffily about the slyly express packages! accounts across
121799,Customer#000121799,",MTT1Znc72PrD2KVhv8st9keUNgZcuQ",23,33-221-648-5389,-609.59,BUILDING,eodolites. ironic theodolites wake furiously unusual packag
39500,Customer#000039500,SIBb0i0h CR4w,5,15-117-989-4719,3558.85,HOUSEHOLD,furiously; blithely silent ideas sleep above the slyly pending instructions
17668,Customer#000017668,"QkOKrWvxfB7a5BR,wxkaZepIjCtBYQcoE,3VT",13,23-608-748-1511,5355.49,AUTOMOBILE,"ironic somas boost furiously unusual, special depths. platelets sleep carefully e"
38329,Customer#000038329,"sWlU7F,CIz ",19,29-286-233-1012,766.93,MACHINERY,s excuses wake quickly packages. regular requests mold slyly! bold packages affix across
117908,Customer#000117908,S600m3X5sqNFqr77UkTLYV,9,19-723-164-9526,9874.01,MACHINERY,otes. slyly pending excuses must boost slyly across the express 
33856,Customer#000033856,N1SHuaIOBmb8mkEbi,10,20-775-771-1346,1880.36,HOUSEHOLD,"ly blithely regular pinto beans. blithely regular deposits boost furiously. final accounts boost express, pending"
60356,Customer#000060356,FG66YEsN4e HYrb7,9,19-468-411-7252,5440.97,BUILDING,sy theodolites detect carefully. furiously unusual platelets haggle: idly express ac
85561,Customer#000085561,mCK8myH3gi OvVR0trRWcvqzi5GN0iIfdWdHbljS,7,17-516-202-8592,6906.66,FURNITURE,t across the always bold accounts. slyly final deposits use quickly. ruthlessly ironic platelets nag. requests detec
144133,Customer#000144133,"MKnWipg,oAFuD",8,18-159-574-2215,4433.80,MACHINERY,nding sauternes. quickly ironic deposits dazzle careful
148616,Customer#000148616,gkRedjaXpRBHM5mcpPY60BZ9k,18,28-994-188-6474,640.72,AUTOMOBILE,e slyly according to the blithely unusual ideas. entici
34744,Customer#000034744,Itu7U038hqBCao70Tx,12,22-506-941-2703,7827.20,MACHINERY,posits. furiously special requests wake slyly
75778,Customer#000075778,"jZ4q3ZK,fQrEbJWHDFPsmKvDaWc8CgKTSqjcz",16,26-485-958-2389,6592.27,BUILDING,refully. carefully regular packages 
445,Customer#000000445,MX1UA0KUJzIGyWM p2hbLg5dCpVLws8KNcwEsP,20,30-849-846-6070,8018.81,FURNITURE,"e ironic, special accounts. quickly regular packages integrate fluffily slyly"
142754,Customer#000142754,ruwIcXnhG2tc,19,29-797-515-1464,5482.62,MACHINERY, cajole quickly express foxes. quickly unusual platelets cajole quickly
48526,Customer#000048526,JrXJ7Bph0UPWnpRHYps1v,3,13-955-602-7104,5348.36,HOUSEHOLD,ake about the quickly final deposits. close 
81559,Customer#000081559,118DbSZZgmV7Hb6rmcLCJqjWw,9,19-690-808-8010,7181.93,AUTOMOBILE,nts. carefully close foxes doze blithely. requests use. 
132334,Customer#000132334,R5SOqCru8ESK,21,31-244-920-6500,5796.73,AUTOMOBILE,pending requests solve above the special
47956,Customer#000047956,9OFtSGGpigl7qmgKRRz,14,24-596-580-8385,7516.63,BUILDING,"foxes. express, bold requests boost carefully slyly unusual ideas. furiously even accounts are quickly along t"
73264,Customer#000073264,"8n1wAx,u5XNCSd4Q0J9m95oiiIwHMnVRZvWPH2Pb",7,17-715-291-2994,6580.23,FURNITURE,esias use along the slyly special pains. regular platelets cajole carefully blithely final realm
110599,Customer#000110599,jnl57x6lI9rhu0vM5LdQKLUfJfyH9iNKeeLOfz,8,18-598-241-6050,9613.93,MACHINERY,ts. slyly regular packages haggle at the fluffily regular deposits. foxes affix carefully. caref
110062,Customer#000110062,"EbKHKgnnqdG,mI6nXBMMRuPEq,Bclsex",21,31-866-621-9542,751.10,HOUSEHOLD,ts. blithely regular pinto beans above the unusual packages haggle quickly depo
100648,Customer#000100648,zG6kjnliB4Rdzoyaz78tgcuRZ6TwNiViEnfApyta,12,22-178-159-8760,4113.67,AUTOMOBILE,. even requests sleep furiously: express grouches wake 
110236,Customer#000110236,"VZ28,gHj7q2g84QvzCifZY",23,33-934-184-3862,3712.04,AUTOMOBILE,ly ironic excuses sleep slyly fluffily fina
112451,Customer#000112451,"u5T7CYixp5ElPRLWyuFbA8zW,qHx7KeYjxxIAJ,N",17,27-592-553-4179,5410.95,MACHINERY,y express depths solve furiously unusual pinto b
114733,Customer#000114733,RcN1AhZ7BS8hLSXa2v l3UIhwL1vFcXV,17,27-833-963-1139,8991.71,FURNITURE,theodolites. doggedly brave pinto beans are blithely
50854,Customer#000050854,ivm16JQHTcbqd7ZyShindJci1YjQaiaq9RqAD,13,23-804-253-3283,1812.15,MACHINERY,usly careful dependencies. carefully final foxes integrate. carefully ironic pinto beans haggle carefu
24289,Customer#000024289,"45d,U7hH35mc,tcHW0ZmEbUBS",1,11-505-476-8144,3978.74,HOUSEHOLD,l instructions cajole slyly. carefully pending requests wake idly against the sil
116683,Customer#000116683,",ZqGsD6fWeIdjWADGLNSz4geOPAnuz",4,14-705-685-4224,7495.39,AUTOMOBILE,uickly ironic instructions around the furiously final excuses haggl
29347,Customer#000029347,baI5cVw6mJQSD8JmnqAuS,23,33-976-563-8360,6447.04,BUILDING,carefully final instructions. blithely regular accounts affix carefully. qui
45967,Customer#000045967,MmAzBGEXBanFv1VMM,5,15-399-515-7879,5119.94,MACHINERY,ts wake inside the pinto beans. final deposits haggle furiously 
68816,Customer#000068816,"SWBzU0oK5Rog5str4cDU5ZqUDFzzp,4",15,25-596-898-9478,8338.72,MACHINERY,"he carefully even packages sublate quickly past the ironic, final packages. slyly silen"
58475,Customer#000058475,R7xUXzKiE eo3UnYJ9B7au56PoTK6FqRV7iK7 ,10,20-585-585-4312,294.57,BUILDING,"to beans haggle; regular, unusual accounts alongside of the ironic pinto beans use"
86491,Customer#000086491,gx4zVhyQSfDWS,17,27-767-368-2959,538.18,BUILDING,al platelets wake furiously around the slyly ironic accounts. accounts cajole fur
15239,Customer#000015239,"rxBrFddixRvY8Puxg7teaxZs,,7",20,30-406-778-5001,4887.67,AUTOMOBILE,ar requests sleep furiously doggedly special deposits. unusual deposits after the caref
78022,Customer#000078022,lkBIRt0yE0qVw,18,28-528-504-6148,1265.63,BUILDING,inst the fluffily even accounts. furiously re
75575,Customer#000075575,c6hbkqvJRqEoTFpnDd,16,26-592-527-4033,6398.70,HOUSEHOLD,olites cajole along the requests. fluffil
111037,Customer#000111037,9xHZDhjNsDLxutvcZIWQGHAAlUQNe21d 9WnPj,10,20-918-800-5954,1547.91,FURNITURE, pinto beans above the quickly final epitaphs boost slyly according to the final requ
117637,Customer#000117637,"Bc2Ao,VQzARXhACPm0dKffBo0DEDxWd",17,27-616-236-3024,540.48,FURNITURE,olphins wake slyly. packages m
129346,Customer#000129346,ySRQ8gdIrScjNXci89YJI8rDV7j8Jd8Hg5d7YK,12,22-699-117-7117,3512.92,BUILDING,pinto beans sleep furiously. ironic dinos haggle blithely about
2576,Customer#000002576,"TdsON4i,Rynpt mJeGz0Tf IoyF3aB",0,10-602-277-5285,4190.53,BUILDING,ular packages wake carefully about the quickly regul
111670,Customer#000111670,mJjDbG Gj6zuCnqQD30LbikWuS2KbG,13,23-914-447-4145,6578.98,HOUSEHOLD, furiously regular foxes. furiously unusual requests haggle fluf
